#timestamp [ns],p_WS_R_x [m],p_WS_R_y [m],p_WS_R_z [m]
1548880166481498718,-31.5675,0.14,-0.8077
1548880166576920986,-31.5675,0.1388,-0.8077
1548880166676744937,-31.5674,0.1389,-0.8086
1548880166776860713,-31.5675,0.1388,-0.8078
1548880166832534313,-31.5675,0.1388,-0.8074
1548880166951882839,-31.5675,0.1388,-0.8074
1548880167079279422,-31.5675,0.1388,-0.8074
1548880167178585290,-31.5675,0.1388,-0.8074
1548880167278229236,-31.5675,0.1388,-0.807
1548880167378322124,-31.5675,0.1388,-0.8069
1548880167554644584,-31.5675,0.1388,-0.8066
1548880167679731607,-31.5675,0.1388,-0.8069
1548880167776847600,-31.5675,0.1388,-0.8069
1548880167933951139,-31.5675,0.1388,-0.8066
1548880168036729335,-31.5675,0.1388,-0.8073
1548880168157759666,-31.5675,0.1388,-0.8074
1548880168279208421,-31.5675,0.1388,-0.8074
1548880168378166437,-31.5675,0.1388,-0.8074
1548880168517801523,-31.5675,0.1388,-0.807
1548880168579064846,-31.5675,0.1388,-0.807
1548880168639900207,-31.5675,0.1388,-0.807
1548880168759635925,-31.5665,0.1388,-0.8065
1548880168880427360,-31.5665,0.1392,-0.8081
1548880169000831842,-31.5665,0.1388,-0.8069
1548880169076659202,-31.5665,0.1388,-0.8069
1548880169121937036,-31.5675,0.1388,-0.8066
1548880169176734447,-31.5675,0.1388,-0.8066
1548880169240653038,-31.5665,0.1388,-0.807
1548880169362047433,-31.5665,0.1388,-0.8065
1548880169483224153,-31.5675,0.1388,-0.8065
1548880169577799081,-31.5675,0.1392,-0.8065
1548880169678577899,-31.5665,0.1388,-0.8073
1548880169723974466,-31.5665,0.1388,-0.8073
1548880169777713775,-31.5665,0.1388,-0.8073
1548880169844218969,-31.5675,0.1388,-0.8066
1548880169964953660,-31.5675,0.1388,-0.8073
1548880170077082395,-31.5675,0.1388,-0.8073
1548880170176792621,-31.5675,0.1388,-0.8065
1548880170276693344,-31.5675,0.1388,-0.8066
